Symbol,Company Name,Market Cap,Stock Price,Industry,Volume,Revenue,Employees,Founded
OCSL,Oaktree Specialty Lending Corporation,1562803200,19.20,Credit Services,576304,395819000,,
OSW,OneSpaWorld Holdings Limited,1541390080,14.72,Leisure,368781,822816000,5024,
TBLA,Taboola.com Ltd.,1535436039,4.53,Internet Content & Information,835606,1439685000,1900,2007
SLNO,"Soleno Therapeutics, Inc.",1534915076,45.94,Biotechnology,286118,,33,
NVEE,"NV5 Global, Inc.",1530679720,94.85,Engineering & Construction,80903,861739000,4106,1949
AKRO,"Akero Therapeutics, Inc.",1524429225,22.11,Biotechnology,895253,,56,2017
DVAX,Dynavax Technologies Corporation,1520358600,11.64,Drug Manufacturers - Specialty & Generic,1125429,232284000,408,1996
MORF,"Morphic Holding, Inc.",1520340760,30.35,Biotechnology,267129,,121,2014
PTGX,"Protagonist Therapeutics, Inc.",1518646500,26.06,Biotechnology,350110,60000000,112,2006
STER,Sterling Check Corp.,1517359663,15.51,Software - Infrastructure,574593,719640000,5700,1975
FWRG,"First Watch Restaurant Group, Inc.",1517161679,25.13,Restaurants,881684,891551000,14000,1983
AMWD,American Woodmark Corporation,1512433885,95.45,"Furnishings, Fixtures & Appliances",64980,1875319000,8800,1980
GSHD,"Goosehead Insurance, Inc",1512395060,60.28,Insurance - Diversified,440706,267781000,1415,2003
SHLS,"Shoals Technologies Group, Inc.",1508199300,8.85,Solar,4704963,488939000,1309,1996
AVPT,"AvePoint, Inc.",1504931860,8.18,Software - Infrastructure,350071,271825000,2543,2001
SKWD,"Skyward Specialty Insurance Group, Inc.",1503812978,37.60,Insurance - Property & Casualty,628352,961007000,515,2007
CHEF,"The Chefs' Warehouse, Inc.",1500586241,37.73,Food Distribution,222817,3588606000,4873,1985
XNCR,"Xencor, Inc.",1498650725,24.31,Biotechnology,312300,168338000,280,1997
COCO,"The Vita Coco Company, Inc.",1494756922,26.37,Beverages - Non-Alcoholic,589454,495551000,294,2004
VICR,Vicor Corporation,1492198875,33.50,Electronic Components,164875,391115000,1063,1981
NMRA,"Neumora Therapeutics, Inc.",1490885475,9.35,Biotechnology,439992,,124,2019
EFSC,Enterprise Financial Services Corp,1490669992,39.76,Banks - Regional,75435,586598000,1221,1988
ESTA,Establishment Labs Holdings Inc.,1479408118,54.38,Medical Devices,142929,165151000,908,2004
HOLI,Hollysys Automation Technologies Ltd.,1468565670,23.65,Electrical Equipment & Parts,130346,786222000,5042,1993
ADV,Advantage Solutions Inc.,1464199760,4.52,Advertising Agencies,602183,4224846000,70000,1987
DAWN,"Day One Biopharmaceuticals, Inc.",1450589340,16.60,Biotechnology,1133135,,155,2018
EVBG,"Everbridge, Inc.",1444174648,34.79,Software - Application,392055,448788000,1593,2002
EYE,"National Vision Holdings, Inc.",1435249179,18.27,Specialty Retail,738340,2126468000,13998,1990
NTCT,"NetScout Systems, Inc.",1433486300,20.18,Software - Infrastructure,368375,834105000,2355,1984
APOG,"Apogee Enterprises, Inc.",1430594595,64.65,Building Products & Equipment,81856,1416942000,4400,1949
MRTN,"Marten Transport, Ltd.",1425699123,17.53,Trucking,215162,1131455000,4213,1946
EXTR,"Extreme Networks, Inc.",1424230080,10.96,Communication Equipment,3114651,1224460000,2849,1996
AHCO,AdaptHealth Corp.,1419689800,10.60,Medical Devices,1294911,3200177000,10700,
KNSA,"Kiniksa Pharmaceuticals, Ltd.",1418093479,19.99,Biotechnology,251948,301772000,297,2015
DCBO,Docebo Inc.,1415771718,46.66,Software - Application,98876,180839000,880,2016
MTTR,"Matterport, Inc.",1415299500,4.50,Software - Application,3027558,157748000,438,2011
ANIP,"ANI Pharmaceuticals, Inc.",1413233008,67.36,Drug Manufacturers - Specialty & Generic,115701,486816000,642,2001
NWBI,"Northwest Bancshares, Inc.",1412225430,11.11,Banks - Regional,674298,522961000,2165,1896
TARS,"Tarsus Pharmaceuticals, Inc.",1388628703,37.03,Biotechnology,524562,17447000,244,2016
VIR,"Vir Biotechnology, Inc.",1388325680,10.22,Biotechnology,1181558,79599000,587,2016
OMCL,"Omnicell, Inc.",1376540694,29.98,Health Information Services,615251,1147112000,3650,1992
CASH,"Pathward Financial, Inc.",1372679580,53.85,Banks - Regional,153259,659955000,1199,1954
SYBT,"Stock Yards Bancorp, Inc.",1371923118,46.77,Banks - Regional,66326,325756000,1075,1904
FDMT,"4D Molecular Therapeutics, Inc.",1368974700,26.76,Biotechnology,365497,20723000,147,2013
ULCC,"Frontier Group Holdings, Inc.",1366143800,6.10,Airlines,1972937,3606000000,7235,1994
COHU,"Cohu, Inc.",1361542032,28.92,Semiconductor Equipment & Materials,256860,564565000,3259,
MRX,Marex Group plc,1358272062,19.15,Capital Markets,375457,1245,900,2005
BMBL,Bumble Inc.,1356353040,10.48,Software - Application,3632823,1051830000,1200,2014
NMFC,New Mountain Finance Corporation,1348807410,12.69,Asset Management,363168,373439000,,
IMKTA,"Ingles Markets, Incorporated",1341600895,72.17,Grocery Stores,51962,5880529455,26420,1963
VSEC,VSE Corporation,1331227422,84.42,Aerospace & Defense,114793,860488000,1200,1959
CIFR,Cipher Mining Inc.,1325323710,4.47,Capital Markets,5240256,,35,2021
WABC,Westamerica Bancorporation,1315744164,49.32,Banks - Regional,111017,324795000,641,1972
MGNI,"Magnite, Inc.",1311162840,9.37,Advertising Agencies,1198257,619710000,911,
PLYA,Playa Hotels & Resorts N.V.,1309751560,9.43,Resorts & Casinos,971217,977504000,14230,
LGND,Ligand Pharmaceuticals Incorporated,1307910272,72.83,Biotechnology,114585,,58,1987
MCRI,"Monarch Casino & Resort, Inc.",1301582100,68.60,Resorts & Casinos,55659,501478000,2900,1972
CLMT,"Calumet Specialty Products Partners, L.P.",1301218682,16.22,Oil & Gas Exploration & Production,51817,4181000000,1580,1916
HOPE,"Hope Bancorp, Inc.",1300986240,10.83,Banks - Regional,716835,542338000,1244,
PTON,"Peloton Interactive, Inc.",1298732321,3.54,Leisure,22932261,2698900000,2765,2012
GIII,"G-III Apparel Group, Ltd.",1298026434,28.58,Apparel Manufacturing,329724,3098242000,4600,1956
BUSE,First Busey Corporation,1297754379,23.49,Banks - Regional,221985,439436000,1479,1868
ALHC,"Alignment Healthcare, Inc.",1296322440,6.78,Healthcare Plans,1571641,2013076000,1536,2013
ICHR,"Ichor Holdings, Ltd.",1295595240,39.30,Semiconductor Equipment & Materials,272864,811120000,2245,1999
FBNC,First Bancorp,1294088224,31.46,Banks - Regional,112433,386335000,1445,1934
SYRE,"Spyre Therapeutics, Inc.",1293117693,35.77,Biotechnology,208175,886000,30,2013
IRWD,"Ironwood Pharmaceuticals, Inc.",1289141270,8.11,Drug Manufacturers - Specialty & Generic,1479060,442735000,267,1998
BLTE,"Belite Bio, Inc",1288353483,43.30,Biotechnology,35566,,20,2018
ANGI,Angi Inc.,1283116905,2.55,Internet Content & Information,745768,1358748000,3800,
BASE,"Couchbase, Inc.",1282800708,26.04,Software - Infrastructure,239008,180037000,796,2011
GPRE,Green Plains Inc.,1278861540,19.90,Chemicals,1169750,3060008000,921,2004
PRTA,Prothena Corporation plc,1275324670,23.74,Biotechnology,501905,91370000,173,2012
CSGS,"CSG Systems International, Inc.",1273826260,42.91,Software - Infrastructure,342973,1165654000,6000,1994
FBYD,"Falcon's Beyond Global, Inc.",1267267506,9.09,Conglomerates,4241,18244000,116,2021
GYRE,"Gyre Therapeutics, Inc.",1266616494,14.82,Biotechnology,41596,113450000,593,2002
SRCE,1st Source Corporation,1266117490,51.70,Banks - Regional,45855,361041000,1170,1863
PWP,Perella Weinberg Partners,1263787562,14.64,Capital Markets,474363,619353000,663,2006
HLIT,Harmonic Inc.,1263315280,10.84,Communication Equipment,1072918,572318000,1359,1988
WINA,Winmark Corporation,1255332550,358.93,Specialty Retail,9064,82829400,83,1988
CMCO,Columbus McKinnon Corporation,1246572600,43.35,Farm & Heavy Construction Machinery,83056,1001878000,3392,1875
MIRM,"Mirum Pharmaceuticals, Inc.",1243454576,26.39,Biotechnology,315096,186374000,264,2018
KFRC,Kforce Inc.,1242551250,63.75,Staffing & Employment Services,61037,1477648000,10400,1962
PDFS,"PDF Solutions, Inc.",1241162336,32.32,Software - Application,83282,165835000,493,1992
AMPL,"Amplitude, Inc.",1236723748,10.07,Software - Application,254402,276284000,675,2012
TCBK,TriCo Bancshares,1235909878,37.15,Banks - Regional,93431,394087000,1231,
PCRX,"Pacira BioSciences, Inc.",1232864800,26.50,Drug Manufacturers - Specialty & Generic,723494,674978000,712,2006
CBRL,"Cracker Barrel Old Country Store, Inc.",1232161050,55.50,Restaurants,919775,3428661000,77000,1969
DMLP,"Dorchester Minerals, L.P.",1228715590,30.65,Oil & Gas Exploration & Production,259158,154611000,27,2003
TRVG,trivago N.V.,1228150049,2.48,Internet Content & Information,95978,516766304,651,2005
INFN,Infinera Corporation,1226536600,5.30,Communication Equipment,1116643,1646608000,3267,2000
VITL,"Vital Farms, Inc.",1225309064,29.08,Farm Products,594785,471857000,447,2007
CGEM,"Cullinan Oncology, Inc.",1223063040,28.40,Biotechnology,762513,,85,2016
PHVS,Pharvaris N.V.,1220562756,22.68,Biotechnology,56101,,82,2015
VRNA,Verona Pharma plc,1218392977,14.95,Biotechnology,589776,,79,2005
OPRA,Opera Limited,1213588167,13.72,Internet Content & Information,568581,411647000,592,1996
STBA,"S&T Bancorp, Inc.",1212842748,31.72,Banks - Regional,86800,381759000,1244,1902
CRSR,"Corsair Gaming, Inc.",1211019260,11.66,Computer Hardware,250170,1459875000,2387,1994
GOGO,Gogo Inc.,1204856391,9.41,Telecom Services,735482,397577000,457,1991
ABCL,AbCellera Biologics Inc.,1203334020,4.11,Biotechnology,1819305,38025000,586,2012
SRRK,Scholar Rock Holding Corporation,1201096746,15.06,Biotechnology,461374,,150,2012
CRCT,"Cricut, Inc.",1201054682,5.54,Computer Hardware,677113,765147000,690,1969
SAFT,"Safety Insurance Group, Inc.",1198135800,81.00,Insurance - Property & Casualty,47285,930956000,539,1979
KRUS,"Kura Sushi USA, Inc.",1193819477,106.30,Restaurants,75834,212933000,3219,2008
MRVI,"Maravai LifeSciences Holdings, Inc.",1192077060,9.01,Biotechnology,2296324,288945000,650,
MNKD,MannKind Corporation,1189839200,4.40,Biotechnology,1503554,198962000,411,1991
ULH,"Universal Logistics Holdings, Inc.",1189702024,45.22,Trucking,65124,1662139000,9311,1932
EH,EHang Holdings Limited,1183440140,18.70,Aerospace & Defense,3425221,16562200,367,2014
COLL,"Collegium Pharmaceutical, Inc.",1183151796,37.02,Drug Manufacturers - Specialty & Generic,242887,566767000,197,
PUBM,"PubMatic, Inc.",1182789357,23.53,Software - Application,283173,267014000,948,2006
BLBD,Blue Bird Corporation,1180722662,36.67,Auto Manufacturers,342288,1214721000,1829,1927
PFBC,Preferred Bank,1179493300,79.15,Banks - Regional,98041,408561999,299,1991
FORTY,Formula Systems (1985) Ltd.,1177551360,76.80,Information Technology Services,173,2620903000,22059,1985
ACDC,ProFrac Holding Corp.,1176209254,7.37,Oil & Gas Equipment & Services,1117148,2630000000,2949,2014
MOMO,Hello Group Inc.,1154303410,6.14,Internet Content & Information,820526,1692852327,1382,2011
AILE,iLearningEngines Inc.,1151476601,8.10,Software - Infrastructure,40445,614087000,98,2010
SEAT,Vivid Seats Inc.,1149421585,5.49,Internet Content & Information,947823,712879000,768,2001
JBSS,"Sanfilippo (John B.) & Son, Inc",1141545431,98.66,Packaged Foods,65102,1031433000,1400,1959
CSWC,Capital Southwest Corporation,1140288583,26.53,Asset Management,252492,168896000,26,
MMAT,Meta Materials Inc.,1139982679,2.44,Electronic Components,563871,7965646,103,1987
CSIQ,Canadian Solar Inc.,1122075752,17.36,Solar,1443113,7613626000,22234,2001
CRAI,"CRA International, Inc.",1119554628,160.75,Consulting Services,42113,642920000,997,1965
TH,Target Hospitality Corp.,1118285000,11.13,Specialty Business Services,247166,563608000,984,
VBTX,"Veritex Holdings, Inc.",1117168000,20.50,Banks - Regional,214065,377748000,820,2009
NRDS,"NerdWallet, Inc.",1113680985,14.33,Internet Content & Information,363049,591700000,730,2009
SCSC,"ScanSource, Inc.",1108257115,44.03,Electronics & Computer Distribution,136323,3593764000,2300,1992
IMTX,Immatics N.V.,1106058900,10.74,Biotechnology,179821,59996667,535,
RPAY,Repay Holdings Corporation,1101650360,10.80,Software - Infrastructure,882897,296627000,512,2006
TASK,"TaskUs, Inc.",1098463067,12.33,Information Technology Services,157102,924365000,48200,2008
SSRM,SSR Mining Inc.,1093305600,5.40,Gold,2230684,1426927000,2500,1946
BCRX,"BioCryst Pharmaceuticals, Inc.",1087364370,5.27,Biotechnology,8848502,331412000,536,1986
ADEA,Adeia Inc.,1083443702,9.99,Software - Application,443495,388788000,130,1990
EZPW,"EZCORP, Inc.",1075768069,10.32,Credit Services,546806,1111921000,7500,1989
GTI,Graphjet Technology Sdn. Bhd.,1075523350,7.44,Shell Companies,26268,,,2019
ELVN,"Enliven Therapeutics, Inc.",1072779768,22.92,Biotechnology,303644,,46,2016
JACK,Jack in the Box Inc.,1072732742,54.91,Restaurants,591333,1652708000,9523,1951
ATRC,"AtriCure, Inc.",1069078660,22.10,Medical Instruments & Supplies,1220351,414602000,1050,2000
OLPX,"Olaplex Holdings, Inc.",1064783321,1.61,Specialty Retail,1721886,443419000,233,2014
TRS,TriMas Corporation,1061509798,26.06,Packaging & Containers,181182,905190000,3400,
PEBO,Peoples Bancorp Inc.,1060218716,29.98,Banks - Regional,74054,427845000,1498,1902
MDXG,"MiMedx Group, Inc.",1052416520,7.13,Biotechnology,544956,334510000,895,
QNST,"QuinStreet, Inc.",1042370595,18.99,Advertising Agencies,368172,549589000,937,1999
HIBB,"Hibbett, Inc.",1035294200,86.65,Apparel Retail,501543,1728887000,3950,1945
ALGT,Allegiant Travel Company,1035251512,56.26,Airlines,571330,2509857000,6686,1997
IMOS,ChipMOS TECHNOLOGIES INC.,1025044780,28.19,Semiconductors,9684,694963488,5688,1997
INDI,"indie Semiconductor, Inc.",1021858740,6.13,Semiconductor Equipment & Materials,1306893,223169000,900,2007
ECPG,"Encore Capital Group, Inc.",1019973732,43.32,Mortgage Finance,250655,1222680000,7400,1998
SP,SP Plus Corporation,1019643350,51.50,Specialty Business Services,96441,1808900000,19900,1929
SLN,Silence Therapeutics plc,1018399779,21.90,Biotechnology,46824,32120253,109,
GSM,Ferroglobe PLC,1017109590,5.43,Other Industrial Metals & Mining,1269237,1650034000,3265,2015
MGNX,"MacroGenics, Inc.",1015421278,16.37,Biotechnology,623050,58749000,339,2000
CRON,Cronos Group Inc.,1010442350,2.65,Drug Manufacturers - Specialty & Generic,2261994,87241000,356,
MFIC,MidCap Financial Investment Corporation,1006858404,15.43,Asset Management,162901,276522000,,
SVC,Service Properties Trust,1006211760,6.07,REIT - Hotel & Motel,676536,1873863000,,
SABR,Sabre Corporation,1005659100,2.65,Software - Infrastructure,3962046,2947929000,6232,2006
SCHL,Scholastic Corporation,1003882464,36.14,Publishing,79509,1643100000,6760,1920
TRNS,"Transcat, Inc.",1002989168,113.60,Industrial Distribution,15126,250635000,1030,1964
SASR,"Sandy Spring Bancorp, Inc.",999917225,22.25,Banks - Regional,314668,399722000,1112,1868
NYAX,Nayax Ltd.,999021000,30.00,Information Technology Services,3759,235491000,870,2005
PRAA,"PRA Group, Inc.",996786160,25.33,Credit Services,189544,802554000,3155,1996
VRDN,"Viridian Therapeutics, Inc.",994992775,15.59,Biotechnology,560948,314000,94,2006
BCYC,Bicycle Therapeutics plc,993339510,23.30,Biotechnology,420772,41610000,284,
CVII,Churchill Capital Corp VII,981569339,10.72,Shell Companies,55243,,,2020
DGII,Digi International Inc.,979290766,27.01,Communication Equipment,215747,438190000,822,1985
QCRH,"QCR Holdings, Inc.",973380412,57.94,Banks - Regional,22976,337151000,986,1993
SGH,"SMART Global Holdings, Inc.",971678260,18.58,Semiconductors,909929,1105666000,3000,1988
LQDA,Liquidia Corporation,969296463,12.69,Biotechnology,630308,17488000,145,2004
INVA,"Innoviva, Inc.",965910825,15.45,Biotechnology,351624,310463000,112,
TYRA,"Tyra Biosciences, Inc.",963812721,18.35,Biotechnology,129734,,49,2018
SLP,"Simulations Plus, Inc.",963472029,48.21,Health Information Services,82243,64668000,192,1996
NN,NextNav Inc.,961202620,8.54,Software - Infrastructure,794530,3862000,111,2007
MSEX,Middlesex Water Company,958985677,53.81,Utilities - Regulated Water,103366,166274000,355,1897
AMRK,"A-Mark Precious Metals, Inc.",957406296,41.16,Capital Markets,396531,9999938000,413,1965
TILE,"Interface, Inc.",956242430,16.43,Building Products & Equipment,723385,1261498000,3619,1973
GABC,"German American Bancorp, Inc.",954402422,32.26,Banks - Regional,268964,248144000,840,1910
SCVL,"Shoe Carnival, Inc.",950173146,35.02,Apparel Retail,128926,1175882000,2300,1978
LAB,Standard BioTools Inc.,949961520,2.48,Diagnostics & Research,1545571,106340000,534,1999
TRUP,"Trupanion, Inc.",941251148,22.51,Insurance - Specialty,1487736,1158397000,1142,2000
ABVX,Abivax SA,940616042,14.69,Biotechnology,23474,5134444,61,2013
WEST,"Westrock Coffee Company, LLC",936336517,10.59,Packaged Foods,292202,864714000,1399,2009
SAVA,"Cassava Sciences, Inc.",930206304,21.52,Biotechnology,834921,,29,1998
RBCAA,"Republic Bancorp, Inc.",928513404,53.82,Banks - Regional,23589,312611000,1011,
RLAY,"Relay Therapeutics, Inc.",926123740,7.06,Biotechnology,618188,35327000,323,2015
HIMX,"Himax Technologies, Inc.",922069500,5.17,Semiconductors,360483,945428000,2164,2001
OPK,"OPKO Health, Inc.",920029440,1.32,Diagnostics & Research,2916603,863495000,3930,
OCFC,OceanFirst Financial Corp.,917104870,15.62,Banks - Regional,211161,385734000,878,1902
ARQT,"Arcutis Biotherapeutics, Inc.",914019450,7.95,Biotechnology,3335359,59606000,296,2016
CNTA,Centessa Pharmaceuticals plc,913667150,9.25,Biotechnology,73036,6853000,76,2020
SPRY,"ARS Pharmaceuticals, Inc.",911940120,9.45,Biotechnology,391920,30000,24,2015
LBPH,"Longboard Pharmaceuticals, Inc.",909506665,20.60,Biotechnology,412218,,50,2020
AMSF,"AMERISAFE, Inc.",909486550,47.53,Insurance - Specialty,66537,308904000,350,
PRAX,"Praxis Precision Medicines, Inc.",909279570,53.15,Biotechnology,147070,2447000,82,
UNIT,Uniti Group Inc.,907257600,3.80,REIT - Specialty,12789133,1146427000,813,
CPLP,Capital Product Partners L.P.,906442992,16.38,Marine Shipping,11807,384064000,,2007
RILY,"B. Riley Financial, Inc.",904889858,30.02,Financial Conglomerates,860190,1643600000,2383,1973
EU,enCore Energy Corp.,899241660,4.89,Uranium,1005942,,,2009
GDEN,"Golden Entertainment, Inc.",898206036,31.33,Resorts & Casinos,151056,1053149000,5800,
OCUL,"Ocular Therapeutix, Inc.",897410800,5.80,Biotechnology,5656458,58443000,267,2006
ETNB,"89bio, Inc.",896676508,9.59,Biotechnology,565550,,70,2018
TCPC,BlackRock TCP Capital Corp.,894426995,10.45,Asset Management,418623,214749842,,
SBGI,"Sinclair Broadcast Group, Inc.",893723163,13.54,Entertainment,180256,3134000000,7900,1986
XPEL,"XPEL, Inc.",893589774,32.34,Auto Parts,432410,396293000,1054,1999
CGBD,"Carlyle Secured Lending, Inc.",892974342,17.58,Asset Management,284308,241626000,,2012
PTLO,Portillo's Inc.,886385454,12.13,Restaurants,1632860,679905000,8180,1963
CGC,Canopy Growth Corporation,885633912,9.72,Drug Manufacturers - Specialty & Generic,16285684,248525564,1621,
